dis_detail_id,pet,pr,tmax
1596,144.90000915527344,66.8,28.15999984741211
1597,150.0,68.9,29.099998474121094
1598,181.3000030517578,53.1,31.049999237060547
1599,142.1999969482422,55.3,28.44999885559082
1600,182.1000061035156,50.0,31.40999984741211
1601,188.5,47.3,32.16999816894531
1602,193.40000915527344,12.4,30.84000015258789
1603,148.0,59.7,29.3799991607666
1604,212.1000061035156,6.300000000000001,32.099998474121094
1605,148.6999969482422,72.9,29.69999885559082
1606,197.40000915527344,7.9,31.729999542236328
1607,143.8000030517578,96.9,28.979999542236328
1608,173.60000610351562,63.5,31.76999855041504
1609,174.5,59.3,30.19999885559082
1610,170.60000610351562,65.2,29.739999771118164
1611,184.5,50.7,31.51000022888184
1612,149.90000915527344,49.2,29.21999931335449
1613,142.40000915527344,50.5,27.89999961853028
1614,135.2,67.10000000000001,29.16
1615,189.3000030517578,46.8,32.0099983215332
1616,176.0,72.10000000000001,31.06999969482422
1617,151.40000915527344,121.6,27.76000022888184
1618,170.0,71.7,33.380001068115234
1619,170.3000030517578,75.10000000000001,31.59000015258789
1620,173.10000610351562,73.3,30.15999984741211
1621,,,
1622,162.0,70.5,28.599998474121094
1623,166.10000610351562,67.3,29.28999900817871
1624,179.6999969482422,51.400000000000006,30.82999992370605
1625,182.1000061035156,50.0,31.40999984741211
1626,155.3000030517578,46.3,31.849998474121094
1627,197.5,45.900000000000006,32.71999740600586
1628,219.5,42.900000000000006,35.82999801635742
1629,195.0,43.7,32.959999084472656
1630,181.6999969482422,61.5,31.189998626708984
1631,148.3000030517578,50.6,28.78999900817871
1632,229.8000030517578,2.2,34.869998931884766
1633,226.6000061035156,33.1,36.80999755859375
1634,178.0,38.3,34.06999969482422
1635,190.3000030517578,44.1,31.799999237060547
1636,179.8000030517578,42.1,34.41999816894531
1637,187.5,56.5,33.5099983215332
1638,,,
1639,167.6999969482422,65.7,29.51999855041504
1640,136.10000610351562,194.4,28.85999870300293
1641,196.40000915527344,51.1,32.63999938964844
1642,112.5,55.2,27.170000076293945
1643,188.3000030517578,52.400000000000006,31.78999900817871
1644,81.70000457763672,0.0,21.549999237060547
1645,83.0999984741211,0.0,20.729999542236328
1646,182.6999969482422,58.5,31.1299991607666
1647,231.3000030517578,2.3000000000000003,34.619998931884766
1648,155.8000030517578,0.8,28.849998474121094
1649,177.0,70.0,31.90999984741211
1650,185.6999969482422,52.3,31.31999969482422
1651,173.3000030517578,39.2,33.459999084472656
1652,163.10000610351562,59.1,32.18000030517578
1653,195.8000030517578,46.8,32.61000061035156
1654,195.0,43.7,32.959999084472656
1655,185.6999969482422,52.3,31.31999969482422
1656,173.0,58.3,33.7599983215332
1657,148.0,59.7,29.3799991607666
1658,188.3000030517578,52.400000000000006,31.78999900817871
1659,215.5,46.1,35.41999816894531
1660,221.90000915527344,46.3,36.02999877929688
1661,249.8000030517578,0.4,37.13999938964844
1662,184.5,50.7,31.51000022888184
1663,226.6000061035156,33.1,36.80999755859375
1664,189.3000030517578,46.8,32.0099983215332
1665,182.1000061035156,50.0,31.40999984741211
1666,168.40000915527344,65.5,29.60999870300293
1667,167.6999969482422,65.7,29.51999855041504
1668,81.80000305175781,19.1,20.76000022888184
1669,86.5999984741211,13.1,21.6299991607666
1670,168.10000610351562,66.3,29.549999237060547
1671,150.6999969482422,52.5,28.64999961853028
1672,153.1999969482422,52.5,29.10999870300293
1673,216.90000915527344,4.1000000000000005,32.80999755859375
1674,177.0,70.0,31.90999984741211
1675,226.6000061035156,33.1,36.80999755859375
1676,219.5,42.900000000000006,35.82999801635742
1677,218.40000915527344,44.0,35.72999954223633
1678,146.90000915527344,58.8,27.689998626708984
1679,206.6999969482422,5.300000000000001,30.51000022888184
1680,210.1000061035156,3.4000000000000004,33.369998931884766
1681,146.8000030517578,132.4,29.670000076293945
1682,144.3000030517578,118.5,28.01000022888184
1683,166.40000915527344,17.400000000000002,28.11999893188477
1684,164.8000030517578,18.1,27.90999984741211
1685,162.1999969482422,18.8,27.28999900817871
1686,148.3000030517578,58.2,29.439998626708984
1687,148.0,59.7,29.3799991607666
1688,,,
1689,148.0,123.5,30.059999465942383
1690,144.10000610351562,87.4,27.920000076293945
1691,187.5,56.5,33.5099983215332
1692,,,
1693,,,
1694,162.0,70.5,28.599998474121094
1695,164.90000915527344,69.8,28.959999084472656
1696,181.3000030517578,53.1,31.049999237060547
1697,174.5,59.3,30.19999885559082
1698,170.60000610351562,65.2,29.739999771118164
1699,166.10000610351562,67.3,29.28999900817871
1700,168.40000915527344,65.5,29.60999870300293
1701,188.5,47.3,32.16999816894531
1702,200.0,55.6,33.15999984741211
1703,212.1000061035156,6.300000000000001,32.099998474121094
1704,133.60000610351562,56.7,28.90999984741211
1705,131.90000915527344,75.0,27.459999084472656
1706,144.90000915527344,87.10000000000001,29.029998779296875
1707,133.8000030517578,77.80000000000001,27.76000022888184
1708,156.6999969482422,13.5,30.03999900817871
1709,153.0,36.5,34.11000061035156
1710,141.5,107.8,28.739999771118164
1711,162.3000030517578,86.7,32.48999786376953
1712,164.10000610351562,85.30000000000001,32.849998474121094
1713,149.90000915527344,64.0,29.599998474121094
1714,151.0,94.6,28.78999900817871
1715,145.60000610351562,99.7,29.799999237060547
1716,206.5,10.3,36.20000076293945
1717,139.90000915527344,50.5,30.049999237060547
1718,117.0999984741211,130.1,27.439998626708984
1719,135.3000030517578,53.3,29.26999855041504
1720,145.3000030517578,65.60000000000001,30.709999084472656
1721,140.60000610351562,60.6,29.86999893188477
1722,160.60000610351562,79.0,32.380001068115234
1723,139.8000030517578,57.5,29.779998779296875
1724,144.5,64.60000000000001,30.299999237060547
1725,150.1999969482422,106.4,29.10999870300293
1726,116.3000030517578,129.5,27.75
1727,117.9000015258789,92.3,27.420000076293945
1728,145.0,65.4,30.489999771118164
1729,148.10000610351562,43.7,32.619998931884766
1730,,,
1731,145.3000030517578,65.60000000000001,30.709999084472656
1732,144.8000030517578,46.5,31.36999893188477
1733,132.60000610351562,59.900000000000006,30.44999885559082
1734,123.3000030517578,146.6,29.099998474121094
1735,122.4000015258789,139.9,28.989999771118164
1736,133.40000915527344,56.8,28.8799991607666
1737,134.5,56.2,29.209999084472656
1738,141.3000030517578,59.5,29.88999938964844
1739,140.5,58.0,29.89999961853028
1740,142.5,60.400000000000006,30.15999984741211
1741,134.40000915527344,57.3,29.11999893188477
1742,133.0,58.6,28.8799991607666
1743,133.60000610351562,56.7,28.90999984741211
1744,141.8000030517578,60.5,30.10999870300293
1745,160.90000915527344,79.0,32.369998931884766
1746,132.8000030517578,11.9,24.809999465942383
1747,133.0,61.900000000000006,29.59000015258789
1748,123.5999984741211,125.4,29.35999870300293
1749,120.8000030517578,103.3,28.56999969482422
1750,133.6999969482422,126.3,31.38999938964844
1751,120.9000015258789,82.80000000000001,27.849998474121094
1752,137.6999969482422,53.5,29.3799991607666
1753,119.0,148.5,28.28999900817871
1754,112.8000030517578,157.4,27.049999237060547
1755,158.40000915527344,45.5,33.72999954223633
1756,,,
1757,131.40000915527344,54.900000000000006,28.01999855041504
1758,116.70000457763672,122.5,26.51000022888184
1759,118.4000015258789,125.3,26.01999855041504
1760,117.4000015258789,141.1,28.01999855041504
1761,192.40000915527344,3.1,33.5099983215332
1762,146.8000030517578,62.5,30.299999237060547
1763,146.1999969482422,63.5,30.25
1764,121.0,138.8,27.65999984741211
1765,121.4000015258789,130.70000000000002,28.029998779296875
1766,123.0999984741211,128.4,27.8799991607666
1767,,,
1768,145.3000030517578,65.60000000000001,30.709999084472656
1769,140.60000610351562,60.6,29.86999893188477
1770,163.3000030517578,88.9,32.80999755859375
1771,144.90000915527344,87.10000000000001,29.029998779296875
1772,139.8000030517578,57.5,29.779998779296875
1773,145.3000030517578,65.60000000000001,30.709999084472656
1774,,,
1775,164.10000610351562,85.30000000000001,32.849998474121094
1776,146.10000610351562,19.700000000000003,28.689998626708984
1777,206.5,10.3,36.20000076293945
1778,144.5,64.60000000000001,30.299999237060547
1779,135.3000030517578,53.3,29.26999855041504
1780,145.0,65.4,30.489999771118164
1781,155.5,18.6,29.15999984741211
1782,179.8000030517578,6.2,31.69999885559082
1783,130.90000915527344,78.2,28.40999984741211
1784,150.1999969482422,106.4,29.10999870300293
1785,152.40000915527344,33.800000000000004,32.93000030517578
1786,134.1999969482422,71.60000000000001,30.549999237060547
1787,141.3000030517578,59.5,29.88999938964844
1788,140.5,58.0,29.89999961853028
1789,142.5,60.400000000000006,30.15999984741211
1790,141.8000030517578,60.5,30.10999870300293
1791,148.10000610351562,43.7,32.619998931884766
1792,136.3000030517578,76.3,32.709999084472656
1793,171.90000915527344,77.80000000000001,33.41999816894531
1794,124.20000457763672,83.80000000000001,29.709999084472656
1795,146.60000610351562,67.10000000000001,30.84000015258789
1796,145.60000610351562,99.7,29.799999237060547
1797,176.60000610351562,75.4,33.52000045776367
1798,167.90000915527344,88.7,33.0
1799,139.10000610351562,66.5,29.689998626708984
1800,138.0,57.0,31.779998779296875
1801,117.9000015258789,92.3,27.420000076293945
1802,145.3000030517578,65.60000000000001,30.709999084472656
1803,123.3000030517578,98.2,29.489999771118164
1804,162.3000030517578,86.7,32.48999786376953
1805,129.8000030517578,24.700000000000003,26.529998779296875
1806,127.8000030517578,25.8,26.32999992370605
1807,123.3000030517578,146.6,29.099998474121094
1808,122.4000015258789,139.9,28.989999771118164
1809,131.40000915527344,54.900000000000006,28.01999855041504
1810,133.90000915527344,55.6,28.729999542236328
1811,137.6999969482422,53.5,29.3799991607666
1812,158.40000915527344,45.5,33.72999954223633
1813,,,
1814,,,
1815,133.40000915527344,56.8,28.8799991607666
1816,169.90000915527344,9.9,30.57999992370605
1817,171.90000915527344,77.80000000000001,33.41999816894531
1818,147.90000915527344,53.900000000000006,34.09000015258789
1819,143.10000610351562,63.3,33.599998474121094
1820,140.60000610351562,55.1,34.72999954223633
1821,131.90000915527344,75.0,27.459999084472656
1822,133.8000030517578,77.80000000000001,27.76000022888184
1823,156.6999969482422,13.5,30.03999900817871
1824,160.6999969482422,60.3,32.369998931884766
1825,169.60000610351562,39.7,32.05999755859375
1826,131.10000610351562,54.3,27.709999084472656
1827,130.90000915527344,60.1,27.729999542236328
1828,136.5,39.8,28.09000015258789
1829,135.40000915527344,69.0,28.09000015258789
1830,152.90000915527344,66.8,32.97999954223633
1831,169.60000610351562,35.6,32.459999084472656
1832,148.10000610351562,31.0,29.09000015258789
1833,170.1999969482422,31.6,31.6299991607666
1834,138.3000030517578,74.4,27.6299991607666
1835,136.90000915527344,64.8,28.75
1836,203.3000030517578,12.6,36.40999984741211
1837,142.10000610351562,64.8,29.049999237060547
1838,152.8000030517578,70.0,32.95000076293945
1839,117.0,91.4,27.11999893188477
1840,120.3000030517578,77.7,27.689998626708984
1841,138.1999969482422,57.400000000000006,27.86999893188477
1842,141.1999969482422,60.3,28.28999900817871
1843,189.1999969482422,12.6,34.31999969482422
1844,118.5,119.3,27.739999771118164
1845,116.0,71.2,26.920000076293945
1846,152.5,41.6,30.31999969482422
1847,145.5,39.8,29.40999984741211
1848,169.8000030517578,31.6,31.69999885559082
1849,130.90000915527344,60.1,27.729999542236328
1850,152.5,41.6,30.31999969482422
1851,174.10000610351562,30.9,32.66999816894531
1852,181.0,61.8,32.869998931884766
1853,171.5,31.1,32.619998931884766
1854,147.8000030517578,61.400000000000006,30.35999870300293
1855,129.60000610351562,80.9,29.46999931335449
1856,133.1999969482422,58.900000000000006,29.279998779296875
1857,122.3000030517578,127.3,28.799999237060547
1858,81.30000305175781,0.4,25.11999893188477
1859,116.5,0.0,28.01999855041504
1860,163.8000030517578,70.60000000000001,31.51999855041504
1861,120.5999984741211,115.4,28.689998626708984
1862,139.6999969482422,57.900000000000006,28.40999984741211
1863,138.90000915527344,58.0,28.34000015258789
1864,86.5999984741211,0.4,24.920000076293945
1865,117.3000030517578,0.2,27.3799991607666
1866,151.60000610351562,2.2,32.05999755859375
1867,135.1999969482422,54.5,27.94999885559082
1868,172.3000030517578,65.7,31.599998474121094
1869,137.1999969482422,57.1,28.14999961853028
1870,176.5,30.0,32.689998626708984
1871,81.5,0.0,25.26999855041504
1872,84.80000305175781,0.0,24.43000030517578
1873,117.4000015258789,41.0,24.18000030517578
1874,149.0,0.5,31.32999992370605
1875,130.8000030517578,67.2,28.14999961853028
1876,129.8000030517578,88.60000000000001,28.279998779296875
1877,153.8000030517578,42.3,30.51999855041504
1878,152.5,41.6,30.31999969482422
1879,136.90000915527344,64.8,28.75
1880,120.3000030517578,55.8,28.43000030517578
1881,149.8000030517578,48.6,29.64999961853028
1882,163.90000915527344,12.0,32.20000076293945
1883,164.5,56.1,32.61000061035156
1884,,,
1885,,,
1886,130.5,154.8,31.0
1887,132.6999969482422,53.6,27.18000030517578
1888,137.40000915527344,56.7,28.059999465942383
1889,146.0,52.900000000000006,29.07999992370605
1890,146.8000030517578,48.400000000000006,29.34000015258789
1891,147.5,49.8,29.439998626708984
1892,150.6999969482422,49.900000000000006,29.82999992370605
1893,117.8000030517578,133.70000000000002,27.63999938964844
1894,119.70000457763672,150.5,27.920000076293945
1895,131.90000915527344,31.700000000000003,28.36999893188477
1896,174.10000610351562,30.9,32.66999816894531
1897,130.0,152.70000000000002,30.8799991607666
1898,150.90000915527344,32.5,29.85999870300293
1899,149.1999969482422,32.800000000000004,29.71999931335449
1900,170.6999969482422,31.4,32.30999755859375
1901,117.0,78.80000000000001,26.93000030517578
1902,152.5,41.6,30.31999969482422
1903,145.5,39.8,29.40999984741211
1904,169.60000610351562,35.6,32.459999084472656
1905,169.60000610351562,39.7,32.05999755859375
1906,118.70000457763672,115.8,27.299999237060547
1907,119.5,106.5,27.689998626708984
1908,119.5999984741211,100.4,27.529998779296875
1909,203.3000030517578,12.6,36.40999984741211
1910,194.90000915527344,13.7,35.52000045776367
1911,149.8000030517578,48.6,29.64999961853028
1912,138.1999969482422,57.400000000000006,27.86999893188477
1913,130.5,126.7,26.46999931335449
1914,146.8000030517578,48.400000000000006,29.34000015258789
1915,145.60000610351562,23.9,28.420000076293945
1916,154.60000610351562,23.1,30.82999992370605
1917,134.5,92.2,31.78999900817871
1918,174.10000610351562,30.9,32.66999816894531
1919,152.0,71.0,32.59000015258789
1920,127.4000015258789,147.0,30.63999938964844
1921,138.5,62.900000000000006,28.90999984741211
1922,158.60000610351562,19.0,31.21999931335449
1923,122.3000030517578,127.3,28.799999237060547
1924,120.5999984741211,115.4,28.689998626708984
1925,122.8000030517578,40.1,29.36999893188477
1926,142.10000610351562,64.8,29.049999237060547
1927,117.0,91.4,27.11999893188477
1928,120.0,70.3,28.979999542236328
1929,150.6999969482422,49.900000000000006,29.82999992370605
1930,145.0,29.1,29.65999984741211
1931,164.5,56.1,32.61000061035156
1932,,,
1933,,,
1934,136.8000030517578,73.7,32.11000061035156
1935,146.0,52.900000000000006,29.07999992370605
1936,147.5,49.8,29.439998626708984
1937,169.60000610351562,39.7,32.05999755859375
1938,189.1999969482422,12.6,34.31999969482422
1939,117.0999984741211,39.0,26.26999855041504
1940,114.70000457763672,40.400000000000006,26.09000015258789
1941,132.6999969482422,29.0,28.989999771118164
1942,154.0,63.2,31.439998626708984
1943,147.8000030517578,61.400000000000006,30.35999870300293
1944,116.0,71.2,26.920000076293945
1945,122.3000030517578,127.3,28.799999237060547
1946,120.5999984741211,115.4,28.689998626708984
1947,142.5,50.1,28.599998474121094
1948,141.1999969482422,60.3,28.28999900817871
1949,136.90000915527344,64.8,28.75
1950,127.4000015258789,39.6,26.670000076293945
1951,136.5,39.8,28.09000015258789
1952,128.90000915527344,38.5,26.8799991607666
1953,112.5,43.0,25.729999542236328
1954,,,
1955,138.90000915527344,58.0,28.34000015258789
1956,137.1999969482422,57.1,28.14999961853028
1957,170.0,31.9,32.64999771118164
1958,131.10000610351562,54.3,27.709999084472656
1959,130.90000915527344,60.1,27.729999542236328
1960,135.1999969482422,54.5,27.94999885559082
1961,169.60000610351562,35.6,32.459999084472656
1962,138.3000030517578,74.4,27.6299991607666
1963,136.90000915527344,64.8,28.75
1964,158.0,7.300000000000001,32.57999801635742
1965,106.5,8.200000000000001,24.61999893188477
1966,102.8000030517578,8.8,26.479999542236328
1967,90.9000015258789,11.8,24.36999893188477
1968,99.4000015258789,17.7,26.5
1969,98.5,47.0,26.13999938964844
1970,93.20000457763672,46.8,26.279998779296875
1971,109.4000015258789,3.8,29.8799991607666
1972,118.5999984741211,12.1,25.979999542236328
1973,112.8000030517578,12.3,25.19999885559082
1974,117.5999984741211,4.6000000000000005,27.89999961853028
1975,118.5999984741211,12.1,25.979999542236328
1976,118.9000015258789,36.8,26.64999961853028
1977,111.70000457763672,7.800000000000001,25.959999084472656
1978,99.9000015258789,7.7,26.420000076293945
1979,104.70000457763672,8.0,26.11999893188477
1980,106.5999984741211,6.9,24.350000381469727
1981,110.9000015258789,9.7,25.239999771118164
1982,104.9000015258789,8.8,24.01000022888184
1983,103.4000015258789,9.2,23.65999984741211
1984,104.20000457763672,8.6,23.85999870300293
1985,99.9000015258789,24.5,23.239999771118164
1986,,,
1987,97.8000030517578,9.1,25.40999984741211
1988,116.0999984741211,10.2,25.420000076293945
1989,121.3000030517578,4.3,28.69999885559082
1990,,,
1991,,,
1992,105.5999984741211,6.0,24.1299991607666
1993,106.0,8.6,24.13999938964844
1994,115.8000030517578,10.3,25.59000015258789
1995,118.9000015258789,36.8,26.64999961853028
1996,110.0,7.4,26.59000015258789
1997,98.20000457763672,13.0,28.1299991607666
1998,105.9000015258789,7.0,24.14999961853028
1999,109.0999984741211,8.700000000000001,24.89999961853028
2000,110.20000457763672,9.9,25.100000381469727
2001,111.9000015258789,16.1,25.13999938964844
2002,110.5,15.5,24.979999542236328
2003,99.9000015258789,24.5,23.239999771118164
2004,98.3000030517578,47.0,25.69999885559082
2005,120.0999984741211,32.6,27.18000030517578
2006,99.0,16.6,28.049999237060547
2007,103.3000030517578,7.800000000000001,27.6299991607666
2008,90.9000015258789,12.5,24.0
2009,119.0999984741211,12.4,26.099998474121094
2010,110.5,15.5,24.979999542236328
2011,110.5,15.5,24.979999542236328
2012,118.5999984741211,12.1,25.979999542236328
2013,112.8000030517578,12.3,25.19999885559082
2014,121.20000457763672,28.6,27.46999931335449
2015,99.9000015258789,24.5,23.239999771118164
2016,106.20000457763672,50.3,26.6299991607666
2017,106.70000457763672,5.7,26.26999855041504
2018,121.9000015258789,20.0,27.36999893188477
2019,122.5,23.3,27.549999237060547
2020,104.0999984741211,58.7,25.939998626708984
2021,158.0,7.300000000000001,32.57999801635742
2022,106.5,8.200000000000001,24.61999893188477
2023,129.5,12.9,30.739999771118164
2024,117.5999984741211,9.1,29.3799991607666
2025,110.5999984741211,4.0,30.13999938964844
2026,102.9000015258789,6.4,29.35999870300293
2027,106.20000457763672,6.9,29.63999938964844
2028,102.8000030517578,8.8,26.479999542236328
2029,105.5999984741211,6.0,24.1299991607666
2030,106.9000015258789,6.4,24.059999465942383
2031,97.5,15.0,22.56999969482422
2032,97.9000015258789,18.0,22.739999771118164
2033,99.9000015258789,18.6,25.88999938964844
2034,98.20000457763672,20.3,25.26000022888184
2035,117.5999984741211,4.6000000000000005,27.89999961853028
2036,95.0999984741211,9.5,26.489999771118164
2037,118.9000015258789,36.8,26.64999961853028
2038,116.0999984741211,10.2,25.420000076293945
2039,111.70000457763672,7.800000000000001,25.959999084472656
2040,118.0,2.6,27.8799991607666
2041,107.5999984741211,7.1000000000000005,29.529998779296875
2042,106.20000457763672,6.5,29.479999542236328
2043,105.9000015258789,7.0,24.14999961853028
2044,109.0999984741211,8.700000000000001,24.89999961853028
2045,110.20000457763672,9.9,25.100000381469727
2046,110.9000015258789,9.7,25.239999771118164
2047,119.0999984741211,12.4,26.099998474121094
2048,115.8000030517578,10.3,25.59000015258789
2049,93.0,14.2,22.8799991607666
2050,92.5,13.9,22.51000022888184
2051,108.5999984741211,5.6000000000000005,25.81999969482422
2052,112.8000030517578,12.3,25.19999885559082
2053,98.0999984741211,13.4,24.51000022888184
2054,97.20000457763672,13.0,24.71999931335449
2055,108.0999984741211,47.8,27.25
2056,96.4000015258789,13.2,27.459999084472656
2057,121.9000015258789,20.0,27.36999893188477
2058,91.3000030517578,17.400000000000002,22.31999969482422
2059,95.5,13.3,24.36999893188477
2060,97.0,12.5,24.81999969482422
2061,106.0,8.6,24.13999938964844
2062,106.5,20.3,24.3799991607666
2063,119.20000457763672,38.6,26.559999465942383
2064,100.20000457763672,33.1,25.529998779296875
2065,101.0,48.8,25.84000015258789
2066,120.0999984741211,32.6,27.18000030517578
2067,97.0999984741211,6.0,24.09000015258789
2068,121.3000030517578,4.3,28.69999885559082
2069,,,
2070,,,
2071,101.70000457763672,7.4,29.309999465942383
2072,98.5999984741211,14.7,25.299999237060547
2073,110.9000015258789,9.7,25.239999771118164
2074,99.9000015258789,24.5,23.239999771118164
2075,97.9000015258789,18.0,22.739999771118164
2076,118.9000015258789,36.8,26.64999961853028
2077,113.3000030517578,2.5,30.13999938964844
2078,114.3000030517578,11.2,30.10999870300293
2079,99.9000015258789,7.7,26.420000076293945
2080,107.0999984741211,9.0,30.40999984741211
2081,116.20000457763672,16.400000000000002,25.76999855041504
2082,93.5,49.400000000000006,25.599998474121094
2083,99.4000015258789,17.7,26.5
2084,97.20000457763672,17.5,26.34000015258789
2085,101.0999984741211,21.9,24.07999992370605
2086,98.0,22.4,23.209999084472656
2087,86.5,39.0,23.69999885559082
2088,95.0,14.1,25.81999969482422
2089,94.5999984741211,15.5,26.68000030517578
2090,158.0,7.300000000000001,32.57999801635742
2091,106.5,8.200000000000001,24.61999893188477
2092,90.9000015258789,11.8,24.36999893188477
2093,65.30000305175781,14.2,22.60999870300293
2094,83.70000457763672,0.3,24.21999931335449
2095,89.80000305175781,0.0,26.81999969482422
2096,62.60000228881836,17.2,22.170000076293945
2097,84.30000305175781,1.1,24.59000015258789
2098,88.20000457763672,0.0,24.93000030517578
2099,79.80000305175781,0.2,22.420000076293945
2100,84.0,1.2000000000000002,24.57999992370605
2101,76.5,0.8,24.549999237060547
2102,92.5999984741211,0.3,28.35999870300293
2103,80.30000305175781,0.2,22.459999084472656
2104,87.70000457763672,0.3,24.670000076293945
2105,84.5,0.2,23.779998779296875
2106,87.70000457763672,0.3,24.670000076293945
2107,87.0999984741211,0.1,23.78999900817871
2108,85.9000015258789,0.1,23.809999465942383
2109,87.30000305175781,0.1,23.96999931335449
2110,88.20000457763672,0.2,24.28999900817871
2111,83.80000305175781,0.1,22.979999542236328
2112,81.5999984741211,0.1,22.920000076293945
2113,88.80000305175781,0.2,24.38999938964844
2114,76.9000015258789,8.0,22.689998626708984
2115,84.30000305175781,1.1,24.59000015258789
2116,92.20000457763672,0.0,26.89999961853028
2117,,,
2118,,,
2119,73.5,4.6000000000000005,26.86999893188477
2120,77.70000457763672,0.1,22.029998779296875
2121,87.0999984741211,0.1,23.78999900817871
2122,85.9000015258789,0.1,23.809999465942383
2123,87.30000305175781,0.1,23.96999931335449
2124,83.20000457763672,0.4,23.63999938964844
2125,83.4000015258789,0.4,23.59000015258789
2126,84.5999984741211,1.2000000000000002,24.279998779296875
2127,102.0,0.3,26.049999237060547
2128,81.5,10.9,25.09000015258789
2129,,,
2130,84.30000305175781,1.1,24.59000015258789
2131,85.70000457763672,2.0,26.26000022888184
2132,76.4000015258789,12.2,27.01000022888184
2133,80.4000015258789,0.2,22.489999771118164
2134,79.20000457763672,0.2,22.189998626708984
2135,79.5,0.2,22.40999984741211
2136,87.70000457763672,0.3,24.670000076293945
2137,84.9000015258789,1.3,24.350000381469727
2138,84.9000015258789,1.1,24.57999992370605
2139,67.70000457763672,4.1000000000000005,20.90999984741211
2140,75.5999984741211,9.3,23.689998626708984
2141,57.29999923706055,27.0,21.770000457763672
2142,86.5,1.1,24.90999984741211
2143,76.0999984741211,4.3,26.479999542236328
2144,73.70000457763672,0.5,27.099998474121094
2145,67.70000457763672,1.0,22.36999893188477
2146,88.0,0.4,24.689998626708984
2147,85.0999984741211,0.4,23.94999885559082
2148,84.5,0.2,23.779998779296875
2149,88.20000457763672,0.9,24.89999961853028
2150,71.5999984741211,5.2,23.10999870300293
2151,70.30000305175781,5.1000000000000005,23.309999465942383
2152,70.70000457763672,5.0,23.09000015258789
2153,63.70000076293945,41.7,21.459999084472656
2154,65.5,38.6,20.89999961853028
2155,91.20000457763672,0.7000000000000001,25.40999984741211
2156,98.8000030517578,20.4,27.920000076293945
2157,88.9000015258789,11.6,24.89999961853028
2158,112.5,0.3,27.76000022888184
2159,86.0999984741211,0.0,23.57999992370605
2160,79.80000305175781,0.2,22.420000076293945
2161,81.5999984741211,0.1,22.920000076293945
2162,82.5999984741211,3.4000000000000004,30.51000022888184
2163,83.30000305175781,3.0,30.31999969482422
2164,80.30000305175781,0.2,22.459999084472656
2165,87.0999984741211,0.1,23.78999900817871
2166,58.20000076293945,25.5,19.270000457763672
2167,89.80000305175781,0.0,26.81999969482422
2168,73.5999984741211,6.0,27.69999885559082
2169,88.20000457763672,0.0,24.93000030517578
2170,81.0999984741211,3.8,29.189998626708984
2171,84.0,1.2000000000000002,24.57999992370605
2172,66.30000305175781,10.1,22.709999084472656
2173,61.400001525878906,23.6,22.35999870300293
2174,78.0,2.7,23.739999771118164
2175,72.0,10.6,21.71999931335449
2176,80.0999984741211,4.5,30.809999465942383
2177,81.5,3.8,30.459999084472656
2178,69.5,2.1,21.65999984741211
2179,70.0999984741211,2.5,23.459999084472656
2180,72.0,1.7000000000000002,23.75
2181,84.4000015258789,9.0,25.89999961853028
2182,83.80000305175781,0.1,22.979999542236328
2183,65.4000015258789,25.0,21.489999771118164
2184,88.20000457763672,0.2,24.28999900817871
2185,65.30000305175781,14.2,22.60999870300293
2186,80.30000305175781,2.3000000000000003,24.03999900817871
2187,89.80000305175781,1.5,30.099998474121094
2188,92.20000457763672,0.0,26.89999961853028
2189,,,
2190,,,
2191,75.0,3.8,28.88999938964844
2192,73.0,7.0,23.68000030517578
2193,77.70000457763672,0.1,22.029998779296875
2194,87.30000305175781,0.1,23.96999931335449
2195,88.80000305175781,0.2,24.38999938964844
2196,76.80000305175781,0.7000000000000001,22.57999992370605
2197,71.20000457763672,2.4000000000000004,20.96999931335449
2198,73.9000015258789,6.300000000000001,21.88999938964844
2199,59.29999923706055,16.6,21.779998779296875
2200,62.60000228881836,17.2,22.170000076293945
2201,84.5999984741211,2.4000000000000004,29.94999885559082
2202,85.20000457763672,10.2,26.15999984741211
2203,71.5999984741211,1.8,21.03999900817871
2204,73.80000305175781,0.2,21.170000076293945
2205,71.5999984741211,0.5,20.90999984741211
2206,73.4000015258789,10.3,22.03999900817871
2207,74.70000457763672,0.6000000000000001,26.1299991607666
2208,70.5,3.1,20.69999885559082
2209,68.9000015258789,1.0,23.15999984741211
2210,73.80000305175781,2.8000000000000003,21.170000076293945
2211,74.20000457763672,1.3,21.40999984741211
2212,70.80000305175781,9.4,22.420000076293945
2213,72.20000457763672,9.3,22.529998779296875
2214,85.20000457763672,10.2,26.15999984741211
2215,84.4000015258789,9.0,25.89999961853028
2216,76.20000457763672,1.3,21.93000030517578
2217,70.30000305175781,3.7,20.020000457763672
2218,102.0,0.3,26.049999237060547
2219,74.30000305175781,1.9,24.64999961853028
2220,78.0999984741211,1.6,26.170000076293945
2221,112.5,0.3,27.76000022888184
2222,86.0999984741211,0.0,23.57999992370605
2223,79.80000305175781,0.2,22.420000076293945
2224,85.9000015258789,0.1,23.809999465942383
2225,81.5999984741211,0.1,22.920000076293945
2226,88.20000457763672,0.2,24.28999900817871
2227,68.9000015258789,1.0,23.15999984741211
2228,80.30000305175781,0.2,22.459999084472656
2229,87.0999984741211,0.1,23.78999900817871
2230,87.30000305175781,0.1,23.96999931335449
